company_permalink,angel,convertible_note,debt_financing,post_ipo_equity,private_equity,seed,undisclosed,venture,A,B,C,D,E,F,G,H,sum(raised_amount_usd)
/organization/opentable,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,48000000
/organization/energy-curb,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1250000
/organization/fluential,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2000000
/organization/gigle-semiconductor,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,31000000
/organization/nexthink,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,24910000
/organization/knowledgemill,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2391663
/organization/ccrewards,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5500000
/organization/cepa-safe-drive,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1500000
/organization/palmaz-scientific,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3000000
/organization/medicalis,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7000000
/organization/bankfacil,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4000000
/organization/mobstac,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2000000
/organization/mysmartprice,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,11000000
/organization/active-endpoints,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,22500000
/organization/marketrx,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,10250000
/organization/applied-optoelectronics-inc,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,38993849
/organization/lucigen,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1950000
/organization/oqo,0,0,0,0,0,0,0,4,1,1,1,1,0,0,0,0,39800000
/organization/pokelabo,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12000000
/organization/cylene-pharmaceuticals,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,82300000
/organization/digital-shadows,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8000000
/organization/orbiscom,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,17500000
/organization/china-health-media-co-ltd,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,15000000
/organization/fieldwire,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6600000
/organization/ironwood-pharmaceuticals,0,0,0,0,0,0,0,7,1,1,1,1,1,1,1,0,284000000
/organization/boingo-wireless,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,75000000
/organization/bio-intervention-specialists,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,687500
/organization/hazelcast,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,13500000
/organization/mobee,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5000000
/organization/adheretech,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1750000
/organization/altia-systems,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,17200000
/organization/panvidea,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2700000
/organization/neosaej,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,505000
/organization/nuconomy,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3000000
/organization/ebury-partners,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30638124
/organization/spotxchange,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12000000
/organization/scalix,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,19200000
/organization/solomo365,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3450000
/organization/provista-diagnostics,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,19500000
/organization/soundtracker,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1400000
/organization/shubham-housing-development-finance-company,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,28000000
/organization/wishlist-com-au,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5300000
/organization/yieldify,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11500000
/organization/razz,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,10000000
/organization/teebeedee,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4800000
/organization/stocktwits,0,0,0,0,0,0,0,4,2,1,1,0,0,0,0,0,8600000
/organization/recombine,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3300000
/organization/simplegeo,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8140000
/organization/vapotherm,0,0,0,0,0,0,0,4,1,1,1,0,1,0,0,0,84250000
/organization/sole-society,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8000000
/organization/sciencescape,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6000000
/organization/redwood-bioscience,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2499999
/organization/wideray,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,10000000
/organization/red-ambiental,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,20000000
/organization/qoo10-indonesia,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,82000000
/organization/wysada-com,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5000000
/organization/smartvault,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,5800000
/organization/replay-solutions,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,15200000
/organization/quickcomm-software-solutions,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4100000
/organization/visioncare-ophthalmic-technologies,0,0,0,0,0,0,0,4,0,0,2,0,2,0,0,0,54200000
/organization/seawell-networks,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,15000000
/organization/workface,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,900000
/organization/windpole-ventures,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1025000
/organization/restorando,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,16500000
/organization/wangdaizhijia,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1639344
/organization/syrrx,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5100000
/organization/shopgate,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,9000000
/organization/tympany,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,200000
/organization/secret-escapes,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,72857670
/organization/steelbrick,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,72500000
/organization/perfectserve,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,32900000
/organization/get-connected-inc,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,17000000
/organization/fujian-hanyuan,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6000000
/organization/opsclarity,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11000000
/organization/cloudmade,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,16096241
/organization/green-mountain-digital,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,5275000
/organization/cartiva,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,12800000
/organization/nintex-usa,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,135000000
/organization/cinemanow,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,22000000
/organization/buzz-media-2,0,0,0,0,0,0,0,5,1,1,1,1,1,0,0,0,72000000
/organization/pertino,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,28850000
/organization/comnitel,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,9908249
/organization/atrenta,0,0,0,0,0,0,0,4,1,1,0,2,0,0,0,0,33489484
/organization/moooton,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1585624
/organization/picsart,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,25000000
/organization/cancerguide-diagnostics,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2749999
/organization/gmi-ratings,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5000000
/organization/facet-solutions,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16500000
/organization/lamellar-biomedical,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5301059
/organization/joinem,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5000000
/organization/hipvan,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,4720000
/organization/genospace,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5000000
/organization/feedburner,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,8000000
/organization/microlanguage,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1000000
/organization/biosurplus,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2400000
/organization/kagoor-networks,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7500000
/organization/kleer,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,58000000
/organization/corvus-pharmaceuticals,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,108500000
/organization/aea-technology,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6500000
/organization/nellymoser,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5300000
/organization/biosocia,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1500000
/organization/mercatus,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3700000
/organization/edgespring,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11000000
/organization/homesphere,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2000000
/organization/ini-power-systems,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4000000
/organization/peerindex,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3000000
/organization/mobikwik,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,30000000
/organization/brainient,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1800000
/organization/appeon-corporation,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,20000000
/organization/azeti-networks-ag,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,16958397
/organization/altratech,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1243288
/organization/ma-papeterie,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1490000
/organization/greenvolts,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,39300000
/organization/netsize,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16804440
/organization/onfido,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4500000
/organization/gauss-surgical,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,15126992
/organization/flash-networks,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,19595270
/organization/fanli-website,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,30000000
/organization/longboard-media,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6000000
/organization/engage-cx,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2900000
/organization/metamark-genetics,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,35000000
/organization/novalys,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2640000
/organization/next-new-networks,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,26063781
/organization/clicker,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,19000000
/organization/dadabus,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,37800000
/organization/azuki,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,15000000
/organization/broadlight,0,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,39900000
/organization/ancestry-com,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,33200000
/organization/howaboutwe,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,22300000
/organization/buzzfeed,0,0,0,0,0,0,0,5,1,1,1,1,1,0,0,0,96300000
/organization/innovative-biosensors,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3500000
/organization/appgratis,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13500000
/organization/fantex,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,50999999
/organization/baixing-com-2,0,0,0,0,0,0,0,5,1,1,1,1,1,0,0,0,508000000
/organization/realops,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,13000000
/organization/whipclip,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,60000000
/organization/xmatters,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4500000
/organization/uparts,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2000000
/organization/wi-chi,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7000000
/organization/sdl-enterprise-technologies,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6000000
/organization/relayr,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11000000
/organization/robart,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4139999
/organization/savaje-technologies,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,17500000
/organization/rivs,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2000000
/organization/xuexibao,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,20000000
/organization/reachpod-inovaktif-bilisim,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,640000
/organization/wave-life-sciences,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,84000000
/organization/trustedopinion,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3800000
/organization/spoonrocket,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11000000
/organization/zilliontv,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4100000
/organization/social-tables,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8000000
/organization/yuntaa,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1472100
/organization/segmint,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9000000
/organization/tabblo,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4000000
/organization/soundflavor,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3800000
/organization/pythagoras-solar,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10000000
/organization/bandpage,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,27600000
/organization/kuke-music,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1612036
/organization/carigent-therapeutics,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2000000
/organization/oneshield,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2500000
/organization/muv-interactive,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3800000
/organization/accelerated-vision-group,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6000000
/organization/credo-semiconductor,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8000000
/organization/powermetal-technologies,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10000000
/organization/biodigital,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4000000
/organization/employease,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,10000000
/organization/evoapp,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1500000
/organization/portfolia,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1500000
/organization/bioconnect-systems,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8000000
/organization/line0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,30000000
/organization/membersuite,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4400000
/organization/babyboom-ru,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,900000
/organization/last-mile-metrics,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1900000
/organization/hwtrek,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4000000
/organization/dachis-group,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,37500000
/organization/piqora,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7700000
/organization/gemr,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4900000
/organization/admeta,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5000000
/organization/kabuku,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6100000
/organization/hx-diagnostics,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,7800000
/organization/expand-beyond,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,14860000
/organization/athenahealth,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,40000000
/organization/industrial-origami,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4139999
/organization/flaskon,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,442906
/organization/infinite-power-solutions,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,43000000
/organization/mashery,0,0,0,0,0,0,0,4,1,1,1,1,0,0,0,0,24700000
/organization/orbotix,0,0,0,0,0,0,0,4,1,1,1,1,0,0,0,0,31115543
/organization/aspreva-pharmaceuticals-corp,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,57000000
/organization/food52,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,8250000
/organization/bukupe,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,200000
/organization/packetmotion-inc,0,0,0,0,0,0,0,4,0,1,3,0,0,0,0,0,21170000
/organization/localbanya,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5000000
/organization/kakaotalk,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,19236875
/organization/portalarium,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7000000
/organization/gigya,0,0,0,0,0,0,0,7,1,1,2,1,1,1,0,0,105800000
/organization/lumeta,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5000000
/organization/pager,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14000000
/organization/evobooks,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3000000
/organization/immusant,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,32000000
/organization/ba-insight,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6000000
/organization/epacube,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1021250
/organization/appcito-inc,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7500000
/organization/mysql,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,39800000
/organization/egt,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,20500000
/organization/et-water,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1000003
/organization/studyblue,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,12650000
/organization/vulcun-2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12000000
/organization/vringo,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,14350000
/organization/vocaldata,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,44500000
/organization/way-systems,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,33100000
/organization/zefr,0,0,0,0,0,0,0,4,1,1,1,1,0,0,0,0,58500000
/organization/voxer-llc,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,30000000
/organization/saferent,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,13400000
/organization/triprental-com,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,500000
/organization/tier-1-performance,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,750000
/organization/psychiatric-solutions,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,25000000
/organization/ziptr,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6800000
/organization/tripfactory,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10000000
/organization/wirecom-technologies,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,8680000
/organization/worknowledge,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2500000
/organization/sentrigo,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,9500000
/organization/threecore,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2200000
/organization/rosetta-genomics,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4243751
/organization/rfinity,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4000000
/organization/xtellus,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8000000
/organization/yallo,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,6300000
/organization/senhwa-biosciences,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,17000000
/organization/royaltyshare,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,9000000
/organization/schematic-labs,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4750000
/organization/vertiflex,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,20000000
/organization/teikhos-tech,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,446000
/organization/scorebig,0,0,0,0,0,0,0,5,2,1,1,1,0,0,0,0,49474999
/organization/agentek,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8000000
/organization/mahindrareva,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,24000000
/organization/gestion-t2c2-bio-inc,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,10000000
/organization/iron-io,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8000000
/organization/marathon-patent-group,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6500000
/organization/evolve-ip,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15600000
/organization/geolid,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4503480
/organization/hydroglobe,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1100000
/organization/ovguide,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,7975241
/organization/datria-systems,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7500000
/organization/indiahomes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,976000
/organization/mengcao,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7367387
/organization/liquidcool-solutions,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1101400
/organization/fourinteractive,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,12000000
/organization/oyagen,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,4742315
/organization/abra,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12000000
/organization/peak-games,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,16500000
/organization/machine-zone,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,13300000
/organization/more-com,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,43000000
/organization/cargo-chief,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10000000
/organization/collarity,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7800000
/organization/mediastay,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,21500000
/organization/affinergy,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3000000
/organization/livebid,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1500000
/organization/apperian,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,13000000
/organization/developonline-corporation,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11000000
/organization/kno,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,71592596
/organization/cap-that,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2300000
/organization/betterlesson,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1600000
/organization/assay-designs,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5000000
/organization/authentidate-holding,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,7465006
/organization/aruba-networks,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,30000000
/organization/distil,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,31000000
/organization/nabriva-therapeutics,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,120000000
/organization/era,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7000000
/organization/cb-insights,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10000000
/organization/inspirational-stores,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,10000000
/organization/broadsoft,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,42500000
/organization/dynatrace-software,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,17900000
/organization/dolphinsearch,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,10000000
/organization/alvesta,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,12000000
/organization/easy-metrics,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3300000
/organization/ounce-labs,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,16000000
/organization/amprius,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,55000000
/organization/aspex-semiconductor,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,10000000
/organization/bloglovin,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,8000000
/organization/invoke-solutions,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6000000
/organization/pixeloptics,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,45000000
/organization/asp64,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,300000
/organization/glyde,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,27000000
/organization/allele-biotech,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7000000
/organization/adyapper-com,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4500000
/organization/meteor,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,31200000
/organization/whyteboard,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,500000
/organization/usertesting-com,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,45500000
/organization/webroot,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,108000000
/organization/whentomanage,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4000000
/organization/pushspring,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6715242
/organization/vfa,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3000000
/organization/swiim-system,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3000000
/organization/qobliq-group,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15170000
/organization/vivaldi-biosciences,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2000000
/organization/suncommon,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1250000
/organization/vasonova,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1250000
/organization/raptr,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,41000000
/organization/schoolout,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3000000
/organization/redbus-in,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,8118770
/organization/sequoiadb,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10000000
